Year,City,Sport,Athlete,Country,Gender,Event,Medal,Age,Height,Weight
1972,Munich,Athletics,"STRUPPERT, B?rbel",GDR,Women,4X100M Relay,Silver,21,158,50
1972,Munich,Athletics,"BERTOULD, Gilles",FRA,Men,4X400M Relay,Bronze,23,176,63
1972,Munich,Athletics,"CARETTE, Jacques",FRA,Men,4X400M Relay,Bronze,25,176,63
1972,Munich,Athletics,"KERBIROU, Francis",FRA,Men,4X400M Relay,Bronze,21,178,66
1972,Munich,Athletics,"VELASQUES, Daniel Roger",FRA,Men,4X400M Relay,Bronze,28,175,70
1972,Munich,Athletics,"ASATI, Charles",KEN,Men,4X400M Relay,Gold,26,178,68
1972,Munich,Athletics,"NYAMAU, Hezekiah Munyoro",KEN,Men,4X400M Relay,Gold,29,170,68
1972,Munich,Athletics,"OUKO, Robert",KEN,Men,4X400M Relay,Gold,23,173,68
1972,Munich,Athletics,"SANG, Julius",KEN,Men,4X400M Relay,Gold,26,175,69
1972,Munich,Athletics,"HEMERY, David Peter",GBR,Men,4X400M Relay,Silver,28,187,72
1972,Munich,Athletics,"JENKINS, David Andrew",GBR,Men,4X400M Relay,Silver,20,190,82
1972,Munich,Athletics,"PASCOE, Alan Peter",GBR,Men,4X400M Relay,Silver,24,185,74
1972,Munich,Athletics,"REYNOLDS, Martin Edward",GBR,Men,4X400M Relay,Silver,23,185,77
1972,Munich,Athletics,"B?DDING-ECKHOFF, Inge",FRG,Women,4X400M Relay,Bronze,25,154,48
1972,Munich,Athletics,"FALCK-JANZE, Hildegard",FRG,Women,4X400M Relay,Bronze,23,173,58
1972,Munich,Athletics,"R¨¹CKES, Anette",FRG,Women,4X400M Relay,Bronze,20,177,64
1972,Munich,Athletics,"WILDEN-JAHN, Rita",FRG,Women,4X400M Relay,Bronze,24,170,57
1972,Munich,Athletics,"K?SLING, Dagmar",GDR,Women,4X400M Relay,Gold,25,170,59
1972,Munich,Athletics,"K¨¹HNE, Rita",GDR,Women,4X400M Relay,Gold,25,176,65
1972,Munich,Athletics,"SEIDLER, Helga",GDR,Women,4X400M Relay,Gold,23,166,55
1972,Munich,Athletics,"ZEHRT, Monika",GDR,Women,4X400M Relay,Gold,19,168,56
1972,Munich,Athletics,"FERGERSON, Mabel",USA,Women,4X400M Relay,Silver,17,170,60
1972,Munich,Athletics,"HAMMOND, Kathleen",USA,Women,4X400M Relay,Silver,20,170,55
1972,Munich,Athletics,"MANNING-JACKSON, Madeline",USA,Women,4X400M Relay,Silver,24,175,75
1972,Munich,Athletics,"TOUSSAINT, Cheryl Renee",USA,Women,4X400M Relay,Silver,19,170,54
1972,Munich,Athletics,"STEWART, Ian",GBR,Men,5000M,Bronze,23,178,65
1972,Munich,Athletics,"VIREN, Lasse",FIN,Men,5000M,Gold,23,180,60
1972,Munich,Athletics,"GAMMOUDI, Mohamed",TUN,Men,5000M,Silver,34,172,60
1972,Munich,Athletics,"YOUNG, Lawrence Dean",USA,Men,50KM Walk,Bronze,29,178,67
1972,Munich,Athletics,"KANNENBERG, Bernd",FRG,Men,50KM Walk,Gold,30,176,75
1972,Munich,Athletics,"SOLDATENKO, Veniamin",URS,Men,50KM Walk,Silver,33,175,63
1972,Munich,Athletics,"BOIT, Michael",KEN,Men,800M,Bronze,23,180,68
1972,Munich,Athletics,"WOTTLE, David James",USA,Men,800M,Gold,22,183,66
1972,Munich,Athletics,"ARZHANOV, Yevgeni",URS,Men,800M,Silver,24,179,68
1972,Munich,Athletics,"HOFFMEISTER, Gunhild",GDR,Women,800M,Bronze,28,172,56
1972,Munich,Athletics,"FALCK-JANZE, Hildegard",FRG,Women,800M,Gold,23,173,58
1972,Munich,Athletics,"SABAITE, Niole",URS,Women,800M,Silver,22,168,56
1972,Munich,Athletics,"KATUS, Ryszard",POL,Men,Decathlon,Bronze,25,184,81
1972,Munich,Athletics,"AVILOV, Nikolai",URS,Men,Decathlon,Gold,24,191,89
1972,Munich,Athletics,"LITVINENKO, Leonid",URS,Men,Decathlon,Silver,23,185,87
1972,Munich,Athletics,"BRUCH, Rickard",SWE,Men,Discus Throw,Bronze,26,198,140
1972,Munich,Athletics,"DANEK, Ludvik",TCH,Men,Discus Throw,Gold,35,193,123
1972,Munich,Athletics,"SILVESTER, L.Jay",USA,Men,Discus Throw,Silver,34,191,114
1972,Munich,Athletics,"STOEVA, Vassilka",BUL,Women,Discus Throw,Bronze,32,174,105
1972,Munich,Athletics,"MELNIK, Faina",URS,Women,Discus Throw,Gold,27,174,88
1972,Munich,Athletics,"MENIS, Argentina",ROU,Women,Discus Throw,Silver,24,171,85
1972,Munich,Athletics,"KHMELEVSKY, Vasili",URS,Men,Hammer Throw,Bronze,24,196,124
1972,Munich,Athletics,"BONDARCHUK, Anatoli",URS,Men,Hammer Throw,Gold,32,183,113
1972,Munich,Athletics,"SACHSE, Jochen",GDR,Men,Hammer Throw,Silver,23,193,112
1972,Munich,Athletics,"STONES, Dwight Edwin",USA,Men,High Jump,Bronze,18,197,81
1972,Munich,Athletics,"TARMAK, Yuri",URS,Men,High Jump,Gold,26,193,75
1972,Munich,Athletics,"JUNGE, Stefan",GDR,Men,High Jump,Silver,21,195,85
1972,Munich,Athletics,"GUSENBAUER-MAJDAN, Ilona",AUT,Women,High Jump,Bronze,24,181,67
1972,Munich,Athletics,"MEYFARTH, Ulrike",FRG,Women,High Jump,Gold,16,188,70
1972,Munich,Athletics,"BLAGOEVA-DIMITROVA, Yordanka",BUL,Women,High Jump,Silver,25,175,64
1972,Munich,Athletics,"SCHMIDT, William David",USA,Men,Javelin Throw,Bronze,24,183,100
1972,Munich,Athletics,"WOLFERMANN, Klaus",FRG,Men,Javelin Throw,Gold,26,176,88
1972,Munich,Athletics,"LUSIS, Yanis",URS,Men,Javelin Throw,Silver,33,180,90
1972,Munich,Athletics,"SCHMIDT, Kathryn Joan",USA,Women,Javelin Throw,Bronze,18,186,80
1972,Munich,Athletics,"FUCHS, Ruth",GDR,Women,Javelin Throw,Gold,25,169,71
1972,Munich,Athletics,"TODTEN-HEIN, Jaqueline",GDR,Women,Javelin Throw,Silver,18,171,64
1972,Munich,Athletics,"ROBINSON, Arnie",USA,Men,Long Jump,Bronze,24,188,74
1972,Munich,Athletics,"WILLIAMS, Randel Luvelle",USA,Men,Long Jump,Gold,19,178,69
1972,Munich,Athletics,"BAUMGARTNER, Hans",FRG,Men,Long Jump,Silver,23,190,71
1972,Munich,Athletics,"SURANOVA, Eva",TCH,Women,Long Jump,Bronze,26,172,58
1972,Munich,Athletics,"ROSENDAHL, Heidemarie",FRG,Women,Long Jump,Gold,25,174,69
1972,Munich,Athletics,"CHRISTOVA-YORGOVA, Diana",BUL,Women,Long Jump,Silver,30,167,52
1972,Munich,Athletics,"WOLDE, Mamo",ETH,Men,Marathon,Bronze,40,170,54
1972,Munich,Athletics,"SHORTER, Frank Charles",USA,Men,Marathon,Gold,24,178,61
1972,Munich,Athletics,"LISMONT, Karel",BEL,Men,Marathon,Silver,23,168,62
1972,Munich,Athletics,"POLLAK, Burglinde",GDR,Women,Pentathlon,Bronze,21,179,78
1972,Munich,Athletics,"PETERS, Mary",GBR,Women,Pentathlon,Gold,33,173,71
1972,Munich,Athletics,"ROSENDAHL, Heidemarie",FRG,Women,Pentathlon,Silver,25,174,69
1972,Munich,Athletics,"JOHNSON, Jan Eric",USA,Men,Pole Vault,Bronze,21,180,70
1972,Munich,Athletics,"NORDWIG, Wolfgang",GDR,Men,Pole Vault,Gold,28,184,73
1972,Munich,Athletics,"SEAGREN, Robert Lloyd",USA,Men,Pole Vault,Silver,25,183,80
1972,Munich,Athletics,"BRIESENICK, Hartmut",GDR,Men,Shot Put,Bronze,23,191,116
1972,Munich,Athletics,"KOMAR, Wladyslaw",POL,Men,Shot Put,Gold,32,196,125
1972,Munich,Athletics,"WOODS, George Roger",USA,Men,Shot Put,Silver,29,188,136
1972,Munich,Athletics,"CHRISTOVA-TODOROVA, Ivanka Mikailova",BUL,Women,Shot Put,Bronze,30,172,83
1972,Munich,Athletics,"CHIZHOVA, Nadezhda",URS,Women,Shot Put,Gold,26,174,90
1972,Munich,Athletics,"HELMBOLD-GUMMEL, Margitta",GDR,Women,Shot Put,Silver,31,177,90
1972,Munich,Athletics,"PRUDENCIO, Nelson",BRA,Men,Triple Jump,Bronze,28,182,71
1972,Munich,Athletics,"SANEEV, Viktor",URS,Men,Triple Jump,Gold,26,188,78
1972,Munich,Athletics,"DREHMEL, J?rg",GDR,Men,Triple Jump,Silver,27,187,83
1972,Munich,Basketball,"ALVAREZ POZO, Miguel",CUB,Men,Basketball,Bronze,22,198,97
1972,Munich,Basketball,"CALDERON GOMEZ, Miguel",CUB,Men,Basketball,Bronze,21,183,79
1972,Munich,Basketball,"CANIZARES POEY, Rafael",CUB,Men,Basketball,Bronze,22,180,82
1972,Munich,Basketball,"CHAPPE GARCIA, Pedro",CUB,Men,Basketball,Bronze,27,195,97
1972,Munich,Basketball,"DOMECQ FORTUONDO, Juan Carlos",CUB,Men,Basketball,Bronze,22,192,88
1972,Munich,Basketball,"HERRERA MARTINEZ, Tomas",CUB,Men,Basketball,Bronze,21,198,95
1972,Munich,Basketball,"HERRERA TABIO, Ruperto",CUB,Men,Basketball,Bronze,22,198,95
1972,Munich,Basketball,"PEREZ ARMENTEROS, Conrado",CUB,Men,Basketball,Bronze,21,181,72
1972,Munich,Basketball,"ROCA BRUNET, Juan",CUB,Men,Basketball,Bronze,21,196,94
1972,Munich,Basketball,"STANDARD JOHNSON, Franklin",CUB,Men,Basketball,Bronze,23,197,90
1972,Munich,Basketball,"URGELLES GUIBOT, Alejandro",CUB,Men,Basketball,Bronze,21,194,97
1972,Munich,Basketball,"VARONA VARONA, Oscar",CUB,Men,Basketball,Bronze,23,192,84
1972,Munich,Basketball,"BELOV, Aleksandr",URS,Men,Basketball,Gold,28,190,82
1972,Munich,Basketball,"BELOV, Sergei",URS,Men,Basketball,Gold,28,190,82
1972,Munich,Basketball,"BOLOSHEV, Aleksandr",URS,Men,Basketball,Gold,25,205,105
1972,Munich,Basketball,"DVORNY, Ivan",URS,Men,Basketball,Gold,20,207,105
1972,Munich,Basketball,"EDESHKO, Ivan",URS,Men,Basketball,Gold,27,196,90
1972,Munich,Basketball,"KORKIYA, Mikhail",URS,Men,Basketball,Gold,23,196,92
1972,Munich,Basketball,"KOVALENKO, Sergei",URS,Men,Basketball,Gold,25,216,111
1972,Munich,Basketball,"PAULAUSKAS, Modestas",URS,Men,Basketball,Gold,27,193,90
1972,Munich,Basketball,"POLIVODA, Anatoli",URS,Men,Basketball,Gold,25,200,105
1972,Munich,Basketball,"SAKANDELIDZE, Zurab",URS,Men,Basketball,Gold,27,186,81
1972,Munich,Basketball,"VOLNOV, Gennadi",URS,Men,Basketball,Gold,32,200,84
1972,Munich,Basketball,"ZHARMUKHAMEDOV, Alzhan",URS,Men,Basketball,Gold,27,207,95
1972,Munich,Basketball,"BANTOM, Michael Allen",USA,Men,Basketball,Silver,20,203,93
1972,Munich,Basketball,"BREWER, James Turner",USA,Men,Basketball,Silver,20,206,100
1972,Munich,Basketball,"BURLESON, Thomas Loren",USA,Men,Basketball,Silver,20,223,102
1972,Munich,Basketball,"COLLINS, Paul Douglas",USA,Men,Basketball,Silver,21,198,82
1972,Munich,Basketball,"DAVIS, Kenneth Bryan",USA,Men,Basketball,Silver,23,180,82
1972,Munich,Basketball,"FORBES, James Ricardo",USA,Men,Basketball,Silver,20,203,91
1972,Munich,Basketball,"HENDERSON, Thomas Edward",USA,Men,Basketball,Silver,20,188,86
1972,Munich,Basketball,"JONES, Dwight Elmo",USA,Men,Basketball,Silver,20,203,93
1972,Munich,Basketball,"JONES, Robert Clyde",USA,Men,Basketball,Silver,20,203,93
1972,Munich,Basketball,"JOYCE, Kevin Francis",USA,Men,Basketball,Silver,21,191,86
1972,Munich,Basketball,"MCMILLEN, Charles Thomas",USA,Men,Basketball,Silver,20,212,95
1972,Munich,Basketball,"RATLEFF, William Edward",USA,Men,Basketball,Silver,22,198,86
1972,Munich,Boxing,"EVANS, Ralph",GBR,Men,- 48KG (Light-Flyweight),Bronze,18,159,48
1972,Munich,Boxing,"RODRIGUEZ CAL, Enrique",ESP,Men,- 48KG (Light-Flyweight),Bronze,20,154,48
1972,Munich,Boxing,"GEDO, Gy?rgy",HUN,Men,- 48KG (Light-Flyweight),Gold,23,162,48
1972,Munich,Boxing,"KIM, U Gil",PRK,Men,- 48KG (Light-Flyweight),Silver,22,162,48
1972,Munich,Boxing,"HUSSING, Peter",FRG,Men,+ 81KG (Heavyweight),Bronze,24,196,101
1972,Munich,Boxing,"THOMSEN, Hasse",SWE,Men,+ 81KG (Heavyweight),Bronze,30,183,89
1972,Munich,Boxing,"STEVENSON, Teofilo",CUB,Men,+ 81KG (Heavyweight),Gold,20,190,95
1972,Munich,Boxing,"ALEXE, Ion",ROU,Men,+ 81KG (Heavyweight),Silver,26,189,81
1972,Munich,Boxing,"BLAZYNSKI, Leszek",POL,Men,48 - 51KG (Flyweight),Bronze,23,165,50
1972,Munich,Boxing,"RODRIGUEZ GUARDIOLA, Douglas",CUB,Men,48 - 51KG (Flyweight),Bronze,22,160,51
1972,Munich,Boxing,"KOSTADINOV, Georghi",BUL,Men,48 - 51KG (Flyweight),Gold,22,165,51
1972,Munich,Boxing,"RWABDOGO, Leo",UGA,Men,48 - 51KG (Flyweight),Silver,23,162,51
1972,Munich,Boxing,"CARRERAS, Ricardo Luis",USA,Men,51 - 54KG (Bantamweight),Bronze,22,169,54
1972,Munich,Boxing,"TURPIN, George",GBR,Men,51 - 54KG (Bantamweight),Bronze,20,164,54
1972,Munich,Boxing,"MARTINEZ ROMERO, Orlando",CUB,Men,51 - 54KG (Bantamweight),Gold,27,167,54
1972,Munich,Boxing,"ZAMORA, Alfonso",MEX,Men,51 - 54KG (Bantamweight),Silver,18,160,54
1972,Munich,Boxing,"BOTOS, Andras",HUN,Men,54 - 57KG (Featherweight),Bronze,20,166,60
1972,Munich,Boxing,"ROJAS, Clemente",COL,Men,54 - 57KG (Featherweight),Bronze,19,170,56
1972,Munich,Boxing,"KUZNETSOV, Boris",URS,Men,54 - 57KG (Featherweight),Gold,25,160,57
1972,Munich,Boxing,"WARUINGE, Philip",KEN,Men,54 - 57KG (Featherweight),Silver,27,170,57
1972,Munich,Boxing,"MBUGUA, Samuel",KEN,Men,57 - 60KG (Lightweight),Bronze,26,173,60
1972,Munich,Boxing,"PEREZ, Alfonso",COL,Men,57 - 60KG (Lightweight),Bronze,23,159,59
1972,Munich,Boxing,"SZCZEPANSKI, Jan",POL,Men,57 - 60KG (Lightweight),Gold,32,170,63
1972,Munich,Boxing,"ORBAN, Laszlo",HUN,Men,57 - 60KG (Lightweight),Silver,22,167,62
1972,Munich,Boxing,"DABORG, Issaka",NIG,Men,60 - 63.5KG (Light-Welterweight),Bronze,,163,64
1972,Munich,Boxing,"VUJIN, Zvonimir",YUG,Men,60 - 63.5KG (Light-Welterweight),Bronze,29,167,65
1972,Munich,Boxing,"SEALES, Ray P.",USA,Men,60 - 63.5KG (Light-Welterweight),Gold,19,183,63
1972,Munich,Boxing,"ANGELOV, Angel",BUL,Men,60 - 63.5KG (Light-Welterweight),Silver,24,170,63
1972,Munich,Boxing,"MURUNGA, Richard (Tiger)",KEN,Men,63.5 - 67KG (Welterweight),Bronze,23,178,67
1972,Munich,Boxing,"VALDEZ, John (Jesse)",USA,Men,63.5 - 67KG (Welterweight),Bronze,25,174,67
1972,Munich,Boxing,"CORREA VAILLANT, Emilio",CUB,Men,63.5 - 67KG (Welterweight),Gold,19,183,67
1972,Munich,Boxing,"KAJDI, Janos",HUN,Men,63.5 - 67KG (Welterweight),Silver,32,172,69
1972,Munich,Boxing,"MINTER, Alan",GBR,Men,67 - 71KG (Light-Middleweight),Bronze,21,178,71
1972,Munich,Boxing,"TIEPOLD, Peter",GDR,Men,67 - 71KG (Light-Middleweight),Bronze,26,178,71
1972,Munich,Boxing,"KOTTYSCH, Dieter",FRG,Men,67 - 71KG (Light-Middleweight),Gold,29,176,70
1972,Munich,Boxing,"RUDKOWSKI, Wieslaw",POL,Men,67 - 71KG (Light-Middleweight),Silver,25,180,71
1972,Munich,Boxing,"AMARTEY, Prince",GHA,Men,71-75KG,Bronze,28,177,75
1972,Munich,Boxing,"JOHNSON, Marvin L.",USA,Men,71-75KG,Bronze,18,177,75
1972,Munich,Boxing,"LEMECHEW, Viacheslav",URS,Men,71-75KG,Gold,20,178,74
1972,Munich,Boxing,"VIRTANEN, Reima Valdemar",FIN,Men,71-75KG,Silver,24,183,73
1972,Munich,Boxing,"GORTAT, Janusz",POL,Men,75 - 81KG (Light-Heavyweight),Bronze,24,186,81
1972,Munich,Boxing,"IKHOURIA, Isaac",NGR,Men,75 - 81KG (Light-Heavyweight),Bronze,24,174,76
1972,Munich,Boxing,"PARLOV, Mate",YUG,Men,75 - 81KG (Light-Heavyweight),Gold,23,184,81
1972,Munich,Boxing,"CARRILLO QUESADA, Gilberto",CUB,Men,75 - 81KG (Light-Heavyweight),Silver,21,188,81
1972,Munich,Canoe / Kayak,"LEWE, Detlef",FRG,Men,C-1 1000M (Canoe Single),Bronze,33,190,90
1972,Munich,Canoe / Kayak,"PATZAICHIN, Ivan",ROU,Men,C-1 1000M (Canoe Single),Gold,22,176,79
1972,Munich,Canoe / Kayak,"WICHMANN, Tamas",HUN,Men,C-1 1000M (Canoe Single),Silver,24,187,86
1972,Munich,Canoe / Kayak,"BURTCHIN, Ivan",BUL,Men,C-2 1000M (Canoe Double),Bronze,19,174,80
1972,Munich,Canoe / Kayak,"DAMIANOV, Fedia",BUL,Men,C-2 1000M (Canoe Double),Bronze,22,184,80
1972,Munich,Canoe / Kayak,"CHESSYUNAS, Vladislavas",URS,Men,C-2 1000M (Canoe Double),Gold,32,183,83
1972,Munich,Canoe / Kayak,"LOBANOV, Yuri",URS,Men,C-2 1000M (Canoe Double),Gold,19,178,74
1972,Munich,Canoe / Kayak,"COVALIOV, Serghei",ROU,Men,C-2 1000M (Canoe Double),Silver,27,172,75
1972,Munich,Canoe / Kayak,"PATZAICHIN, Ivan",ROU,Men,C-2 1000M (Canoe Double),Silver,22,176,79
1972,Munich,Canoe / Kayak,"CSAPO, Geza",HUN,Men,K-1 1000M (Kayak Single),Bronze,21,183,82
1972,Munich,Canoe / Kayak,"SHAPARENKO, Aleksandr",URS,Men,K-1 1000M (Kayak Single),Gold,26,189,85
1972,Munich,Canoe / Kayak,"PETERSON, Rolf",SWE,Men,K-1 1000M (Kayak Single),Silver,28,186,77
1972,Munich,Canoe / Kayak,"PFEFFER, Anna",HUN,Women,K-1 500M (Kayak Single),Bronze,26,168,67
1972,Munich,Canoe / Kayak,"RYABCHINSKAYA, Yulia",URS,Women,K-1 500M (Kayak Single),Gold,25,164,63
1972,Munich,Canoe / Kayak,"JAAPIES, Marie (Mieke)",NED,Women,K-1 500M (Kayak Single),Silver,29,167,70
1972,Munich,Canoe / Kayak,"PISZCZ, Rafal Maciej",POL,Men,K-2 1000M (Kayak Double),Bronze,31,179,82
1972,Munich,Canoe / Kayak,"SZUSZKIEWICZ, Wladyslaw",POL,Men,K-2 1000M (Kayak Double),Bronze,33,175,78
1972,Munich,Canoe / Kayak,"GORBACHEV, Nikolai",URS,Men,K-2 1000M (Kayak Double),Gold,24,182,83
1972,Munich,Canoe / Kayak,"KRATASYUK, Viktor",URS,Men,K-2 1000M (Kayak Double),Gold,23,184,80
1972,Munich,Canoe / Kayak,"DEME, Jozsef",HUN,Men,K-2 1000M (Kayak Double),Silver,20,190,84
1972,Munich,Canoe / Kayak,"RATKAI, Janos",HUN,Men,K-2 1000M (Kayak Double),Silver,21,177,78
1972,Munich,Canoe / Kayak,"DUMITRU, Viorica",ROU,Women,K-2 500M (Kayak Double),Bronze,26,165,64
1972,Munich,Canoe / Kayak,"NICHIFOROV-MIHOREANU, Maria",ROU,Women,K-2 500M (Kayak Double),Bronze,21,168,71
1972,Munich,Canoe / Kayak,"KHVEDOSYUK-PINAEVA, Lyudmila",URS,Women,K-2 500M (Kayak Double),Gold,36,164,67
1972,Munich,Canoe / Kayak,"KURYSHKO, Ekaterina",URS,Women,K-2 500M (Kayak Double),Gold,23,169,69
1972,Munich,Canoe / Kayak,"GRABOWSKY, Petra",GDR,Women,K-2 500M (Kayak Double),Silver,20,173,70
1972,Munich,Canoe / Kayak,"KASCHUBE, Ilse",GDR,Women,K-2 500M (Kayak Double),Silver,19,166,65
1972,Munich,Canoe / Kayak,"AMUNDSEN, Steinar",NOR,Men,K-4 1000M (Kayak Four),Bronze,27,195,88
1972,Munich,Canoe / Kayak,"BERGER, Tore",NOR,Men,K-4 1000M (Kayak Four),Bronze,27,186,76
1972,Munich,Canoe / Kayak,"JOHANSEN, Jan",NOR,Men,K-4 1000M (Kayak Four),Bronze,27,191,86
1972,Munich,Canoe / Kayak,"S?BY, Egil Wike",NOR,Men,K-4 1000M (Kayak Four),Bronze,26,195,90
1972,Munich,Canoe / Kayak,"DIDENKO, Valeri",URS,Men,K-4 1000M (Kayak Four),Gold,26,192,94
1972,Munich,Canoe / Kayak,"FILATOV, Yuri",URS,Men,K-4 1000M (Kayak Four),Gold,24,190,90
1972,Munich,Canoe / Kayak,"MOROZOV, Vladimir",URS,Men,K-4 1000M (Kayak Four),Gold,32,182,88
1972,Munich,Canoe / Kayak,"STETSENKO, Yuri",URS,Men,K-4 1000M (Kayak Four),Gold,27,186,82
1972,Munich,Canoe / Kayak,"SCIOTNIC, Atanase",ROU,Men,K-4 1000M (Kayak Four),Silver,30,182,77
1972,Munich,Canoe / Kayak,"VARTOLOMEU, Roman",ROU,Men,K-4 1000M (Kayak Four),Silver,22,185,82
1972,Munich,Canoe / Kayak,"VERNESCU, Aurel",ROU,Men,K-4 1000M (Kayak Four),Silver,33,188,88
1972,Munich,Canoe / Kayak,"ZAFIU, Mihai",ROU,Men,K-4 1000M (Kayak Four),Silver,23,187,87
1972,Munich,Canoe / Kayak,"MCEWAN, James Patrick",USA,Men,C-1 (Canoe Single),Bronze,19,183,77
1972,Munich,Canoe / Kayak,"EIBEN, Reinhard",GDR,Men,C-1 (Canoe Single),Gold,20,170,69
1972,Munich,Canoe / Kayak,"KAUDER, Reinhold",FRG,Men,C-1 (Canoe Single),Silver,22,172,75
1972,Munich,Canoe / Kayak,"OLRY, Jean-Claude",FRA,Men,C-2 (Canoe Double),Bronze,22,171,58
1972,Munich,Canoe / Kayak,"OLRY, Jean-Louis",FRA,Men,C-2 (Canoe Double),Bronze,26,169,63
1972,Munich,Canoe / Kayak,"AMEND, Rolf-Dieter",GDR,Men,C-2 (Canoe Double),Gold,23,173,74
1972,Munich,Canoe / Kayak,"HOFMANN, Walter",GDR,Men,C-2 (Canoe Double),Gold,22,169,68
1972,Munich,Canoe / Kayak,"BAUES, Wilhelm Bernd",FRG,Men,C-2 (Canoe Double),Silver,23,182,79
1972,Munich,Canoe / Kayak,"SCHUMACHER, Hans-Otto",FRG,Men,C-2 (Canoe Double),Silver,22,181,80
1972,Munich,Canoe / Kayak,"GIMPEL, Harald",GDR,Men,K-1 (Kayak Single),Bronze,20,173,65
1972,Munich,Canoe / Kayak,"HORN, Siegbert",GDR,Men,K-1 (Kayak Single),Gold,22,180,74
1972,Munich,Canoe / Kayak,"SATTLER, Norbert",AUT,Men,K-1 (Kayak Single),Silver,20,168,68
1972,Munich,Canoe / Kayak,"WUNDERLICH, Magdalena",FRG,Women,K-1 (Kayak Single),Bronze,20,172,62
1972,Munich,Canoe / Kayak,"BAHMANN, Angelika",GDR,Women,K-1 (Kayak Single),Gold,20,165,69
1972,Munich,Canoe / Kayak,"GROTHAUS, Gisela",FRG,Women,K-1 (Kayak Single),Silver,17,164,58
1972,Munich,Cycling,"KUIPER, Hennie",NED,Men,Individual Road Race,Gold,23,,
1972,Munich,Cycling,"SEFTON, Clyde",AUS,Men,Individual Road Race,Silver,21,174,68
1972,Munich,Cycling,"KOMNATOV, Gennadi",URS,Men,Team Time Trial,Gold,22,173,73
1972,Munich,Cycling,"LIKHACHEV, Valery",URS,Men,Team Time Trial,Gold,24,176,73
1972,Munich,Cycling,"SHUKHOV, Boris",URS,Men,Team Time Trial,Gold,25,176,72
1972,Munich,Cycling,"YARDY, Valery",URS,Men,Team Time Trial,Gold,24,178,69
1972,Munich,Cycling,"BARCIK, Edward",POL,Men,Team Time Trial,Silver,22,178,72
1972,Munich,Cycling,"LIS, Lucjan",POL,Men,Team Time Trial,Silver,22,184,76
1972,Munich,Cycling,"SZOZDA, Stanislaw",POL,Men,Team Time Trial,Silver,21,173,68
1972,Munich,Cycling,"SZURKOWSKI, Ryszard",POL,Men,Team Time Trial,Silver,26,173,75
1972,Munich,Cycling,"SCH¨¹TZE, J¨¹rgen",GDR,Men,1KM Time Trial,Bronze,21,187,87
1972,Munich,Cycling,"FREDBORG, Niels Christian",DEN,Men,1KM Time Trial,Gold,25,176,75
1972,Munich,Cycling,"CLARK, Daniel",AUS,Men,1KM Time Trial,Silver,20,176,73
1972,Munich,Cycling,"BEK, Andrzej",POL,Men,2000M Tandem,Bronze,21,180,78
1972,Munich,Cycling,"KOCOT, Benedykt",POL,Men,2000M Tandem,Bronze,18,173,74
1972,Munich,Cycling,"SEMENETS, Vladimir",URS,Men,2000M Tandem,Gold,22,180,80
1972,Munich,Cycling,"TSELOVALNIKOV, Igor",URS,Men,2000M Tandem,Gold,28,174,75
1972,Munich,Cycling,"GESCHKE, Hans-J¨¹rgen",GDR,Men,2000M Tandem,Silver,29,168,70
1972,Munich,Cycling,"OTTO, Werner",GDR,Men,2000M Tandem,Silver,24,179,83
1972,Munich,Cycling,"LUTZ, Hans",FRG,Men,Individual Pursuit,Bronze,23,186,75
1972,Munich,Cycling,"KNUDSEN, Knut",NOR,Men,Individual Pursuit,Gold,21,185,79
1972,Munich,Cycling,"KURMANN, Xaver",SUI,Men,Individual Pursuit,Silver,23,178,71
1972,Munich,Cycling,"PKHAKADZE, Omar",URS,Men,Sprint Indivual,Bronze,28,187,95
1972,Munich,Cycling,"MORELON, Daniel",FRA,Men,Sprint Indivual,Gold,28,181,79
1972,Munich,Cycling,"NICHOLSON, John Michael",AUS,Men,Sprint Indivual,Silver,23,180,83
1972,Munich,Cycling,"BENNETT, Michael John",GBR,Men,Team Pursuit (4000M),Bronze,23,183,71
1972,Munich,Cycling,"HALLAM, Ian",GBR,Men,Team Pursuit (4000M),Bronze,23,193,71
1972,Munich,Cycling,"KEEBLE, Ronald James",GBR,Men,Team Pursuit (4000M),Bronze,26,177,64
1972,Munich,Cycling,"MOORE, William",GBR,Men,Team Pursuit (4000M),Bronze,25,182,67
1972,Munich,Cycling,"COLOMBO, J¨¹rgen",FRG,Men,Team Pursuit (4000M),Gold,22,175,74
1972,Munich,Cycling,"HARITZ, G¨¹nter",FRG,Men,Team Pursuit (4000M),Gold,23,180,76
1972,Munich,Cycling,"HEMPEL, Udo",FRG,Men,Team Pursuit (4000M),Gold,25,181,75
1972,Munich,Cycling,"SCHUHMACHER, G¨¹nther",FRG,Men,Team Pursuit (4000M),Gold,23,183,78
1972,Munich,Cycling,"HUSCHKE, Thomas",GDR,Men,Team Pursuit (4000M),Silver,24,181,75
1972,Munich,Cycling,"RICHTER, Heinz",GDR,Men,Team Pursuit (4000M),Silver,25,184,84
1972,Munich,Cycling,"RICHTER, Herbert",GDR,Men,Team Pursuit (4000M),Silver,25,175,68
1972,Munich,Cycling,"UNTERWALDER, Uwe",GDR,Men,Team Pursuit (4000M),Silver,22,180,68
1972,Munich,Equestrian,"NECKERMANN, Josef",FRG,Men,Individual,Bronze,60,183,65
